,year,rnd,type,team,tm_pts,opp_team,op_pts,venue,tm,op,hvar,lr,tm_var,outcome,state
6727,1966,R10,reg_season,Essendon,100,Richmond,96,Windy Hill,ES,RI,4,1,4,W,VIC
6728,1966,R10,reg_season,Fitzroy,25,Melbourne,83,M.C.G.,FI,ME,58,0,-58,L,VIC
6728,1966,R10,reg_season,Melbourne,83,Fitzroy,25,M.C.G.,ME,FI,58,1,58,W,VIC
6729,1966,R10,reg_season,South Melbourne,55,Western Bulldogs,67,Western Oval,SM,WB,12,0,-12,L,VIC
6729,1966,R10,reg_season,Western Bulldogs,67,South Melbourne,55,Western Oval,WB,SM,12,1,12,W,VIC
6730,1966,R10,reg_season,Hawthorn,57,Geelong,117,Kardinia Park,HA,GE,60,0,-60,L,VIC
6730,1966,R10,reg_season,Geelong,117,Hawthorn,57,Kardinia Park,GE,HA,60,1,60,W,VIC
6731,1966,R11,reg_season,North Melbourne,140,Fitzroy,67,Brunswick St,NM,FI,-73,0,73,W,VIC
6731,1966,R11,reg_season,Fitzroy,67,North Melbourne,140,Brunswick St,FI,NM,-73,1,-73,L,VIC
6732,1966,R11,reg_season,Western Bulldogs,54,St Kilda,105,Moorabbin Oval,WB,SK,51,0,-51,L,VIC
6732,1966,R11,reg_season,St Kilda,105,Western Bulldogs,54,Moorabbin Oval,SK,WB,51,1,51,W,VIC
6733,1966,R11,reg_season,Geelong,93,Melbourne,75,M.C.G.,GE,ME,-18,0,18,W,VIC
6733,1966,R11,reg_season,Melbourne,75,Geelong,93,M.C.G.,ME,GE,-18,1,-18,L,VIC
6734,1966,R11,reg_season,Collingwood,42,Carlton,53,Princes Park,CO,CA,11,0,-11,L,VIC
6734,1966,R11,reg_season,Carlton,53,Collingwood,42,Princes Park,CA,CO,11,1,11,W,VIC
6735,1966,R11,reg_season,Essendon,90,South Melbourne,82,Lake Oval,ES,SM,-8,0,8,W,VIC
6735,1966,R11,reg_season,South Melbourne,82,Essendon,90,Lake Oval,SM,ES,-8,1,-8,L,VIC
6736,1966,R11,reg_season,Richmond,79,Hawthorn,49,Glenferrie Oval,RI,HA,-30,0,30,W,VIC
6736,1966,R11,reg_season,Hawthorn,49,Richmond,79,Glenferrie Oval,HA,RI,-30,1,-30,L,VIC
6737,1966,R12,reg_season,Carlton,30,Richmond,61,M.C.G.,CA,RI,31,0,-31,L,VIC
6737,1966,R12,reg_season,Richmond,61,Carlton,30,M.C.G.,RI,CA,31,1,31,W,VIC
6738,1966,R12,reg_season,Collingwood,110,Hawthorn,37,Glenferrie Oval,CO,HA,-73,0,73,W,VIC
6738,1966,R12,reg_season,Hawthorn,37,Collingwood,110,Glenferrie Oval,HA,CO,-73,1,-73,L,VIC
6739,1966,R12,reg_season,Essendon,37,Geelong,97,Kardinia Park,ES,GE,60,0,-60,L,VIC
6739,1966,R12,reg_season,Geelong,97,Essendon,37,Kardinia Park,GE,ES,60,1,60,W,VIC
6740,1966,R12,reg_season,South Melbourne,75,Fitzroy,53,Brunswick St,SM,FI,-22,0,22,W,VIC
6740,1966,R12,reg_season,Fitzroy,53,South Melbourne,75,Brunswick St,FI,SM,-22,1,-22,L,VIC
6741,1966,R12,reg_season,Western Bulldogs,42,North Melbourne,75,Arden St,WB,NM,33,0,-33,L,VIC
6741,1966,R12,reg_season,North Melbourne,75,Western Bulldogs,42,Arden St,NM,WB,33,1,33,W,VIC
6742,1966,R12,reg_season,Melbourne,42,St Kilda,85,Moorabbin Oval,ME,SK,43,0,-43,L,VIC
6742,1966,R12,reg_season,St Kilda,85,Melbourne,42,Moorabbin Oval,SK,ME,43,1,43,W,VIC
6743,1966,R13,reg_season,St Kilda,41,Carlton,57,Princes Park,SK,CA,16,0,-16,L,VIC
6743,1966,R13,reg_season,Carlton,57,St Kilda,41,Princes Park,CA,SK,16,1,16,W,VIC
6744,1966,R13,reg_season,Fitzroy,61,Collingwood,128,Victoria Park,FI,CO,67,0,-67,L,VIC
6744,1966,R13,reg_season,Collingwood,128,Fitzroy,61,Victoria Park,CO,FI,67,1,67,W,VIC
6745,1966,R13,reg_season,North Melbourne,42,Essendon,52,Windy Hill,NM,ES,10,0,-10,L,VIC
6745,1966,R13,reg_season,Essendon,52,North Melbourne,42,Windy Hill,ES,NM,10,1,10,W,VIC
6746,1966,R13,reg_season,Richmond,82,Western Bulldogs,57,Western Oval,RI,WB,-25,0,25,W,VIC
6746,1966,R13,reg_season,Western Bulldogs,57,Richmond,82,Western Oval,WB,RI,-25,1,-25,L,VIC
6747,1966,R13,reg_season,Geelong,71,South Melbourne,65,Lake Oval,GE,SM,-6,0,6,W,VIC
6747,1966,R13,reg_season,South Melbourne,65,Geelong,71,Lake Oval,SM,GE,-6,1,-6,L,VIC
6748,1966,R13,reg_season,Hawthorn,59,Melbourne,151,M.C.G.,HA,ME,92,0,-92,L,VIC
6748,1966,R13,reg_season,Melbourne,151,Hawthorn,59,M.C.G.,ME,HA,92,1,92,W,VIC
6749,1966,R14,reg_season,Fitzroy,60,Carlton,87,Princes Park,FI,CA,27,0,-27,L,VIC
6749,1966,R14,reg_season,Carlton,87,Fitzroy,60,Princes Park,CA,FI,27,1,27,W,VIC
6750,1966,R14,reg_season,Essendon,117,Collingwood,52,Victoria Park,ES,CO,-65,0,65,W,VIC
6750,1966,R14,reg_season,Collingwood,52,Essendon,117,Victoria Park,CO,ES,-65,1,-65,L,VIC
6751,1966,R14,reg_season,Geelong,71,Western Bulldogs,51,Western Oval,GE,WB,-20,0,20,W,VIC
6751,1966,R14,reg_season,Western Bulldogs,51,Geelong,71,Western Oval,WB,GE,-20,1,-20,L,VIC
6752,1966,R14,reg_season,South Melbourne,101,Hawthorn,76,Glenferrie Oval,SM,HA,-25,0,25,W,VIC
6752,1966,R14,reg_season,Hawthorn,76,South Melbourne,101,Glenferrie Oval,HA,SM,-25,1,-25,L,VIC
6753,1966,R14,reg_season,Richmond,97,Melbourne,72,M.C.G.,RI,ME,-25,0,25,W,VIC
6753,1966,R14,reg_season,Melbourne,72,Richmond,97,M.C.G.,ME,RI,-25,1,-25,L,VIC
6754,1966,R14,reg_season,North Melbourne,40,St Kilda,78,Moorabbin Oval,NM,SK,38,0,-38,L,VIC
6754,1966,R14,reg_season,St Kilda,78,North Melbourne,40,Moorabbin Oval,SK,NM,38,1,38,W,VIC
6755,1966,R15,reg_season,Carlton,73,Essendon,115,Windy Hill,CA,ES,42,0,-42,L,VIC
6755,1966,R15,reg_season,Essendon,115,Carlton,73,Windy Hill,ES,CA,42,1,42,W,VIC
6756,1966,R15,reg_season,Collingwood,105,Richmond,86,M.C.G.,CO,RI,-19,0,19,W,VIC
6756,1966,R15,reg_season,Richmond,86,Collingwood,105,M.C.G.,RI,CO,-19,1,-19,L,VIC
6757,1966,R15,reg_season,Western Bulldogs,89,Fitzroy,95,Brunswick St,WB,FI,6,0,-6,L,VIC
6757,1966,R15,reg_season,Fitzroy,95,Western Bulldogs,89,Brunswick St,FI,WB,6,1,6,W,VIC
6758,1966,R15,reg_season,St Kilda,72,Geelong,95,Kardinia Park,SK,GE,23,0,-23,L,VIC
6758,1966,R15,reg_season,Geelong,95,St Kilda,72,Kardinia Park,GE,SK,23,1,23,W,VIC
6759,1966,R15,reg_season,Hawthorn,83,North Melbourne,82,Arden St,HA,NM,-1,0,1,W,VIC
6759,1966,R15,reg_season,North Melbourne,82,Hawthorn,83,Arden St,NM,HA,-1,1,-1,L,VIC
6760,1966,R15,reg_season,Melbourne,109,South Melbourne,125,Lake Oval,ME,SM,16,0,-16,L,VIC
6760,1966,R15,reg_season,South Melbourne,125,Melbourne,109,Lake Oval,SM,ME,16,1,16,W,VIC
6761,1966,R16,reg_season,Melbourne,70,Carlton,99,Princes Park,ME,CA,29,0,-29,L,VIC
6761,1966,R16,reg_season,Carlton,99,Melbourne,70,Princes Park,CA,ME,29,1,29,W,VIC
6762,1966,R16,reg_season,North Melbourne,44,Collingwood,93,Victoria Park,NM,CO,49,0,-49,L,VIC
6762,1966,R16,reg_season,Collingwood,93,North Melbourne,44,Victoria Park,CO,NM,49,1,49,W,VIC
6763,1966,R16,reg_season,Fitzroy,45,Essendon,93,Windy Hill,FI,ES,48,0,-48,L,VIC
6763,1966,R16,reg_season,Essendon,93,Fitzroy,45,Windy Hill,ES,FI,48,1,48,W,VIC
6764,1966,R16,reg_season,Western Bulldogs,67,Hawthorn,119,Glenferrie Oval,WB,HA,52,0,-52,L,VIC
6764,1966,R16,reg_season,Hawthorn,119,Western Bulldogs,67,Glenferrie Oval,HA,WB,52,1,52,W,VIC
6765,1966,R16,reg_season,Geelong,82,Richmond,48,M.C.G.,GE,RI,-34,0,34,W,VIC
6765,1966,R16,reg_season,Richmond,48,Geelong,82,M.C.G.,RI,GE,-34,1,-34,L,VIC
6766,1966,R16,reg_season,South Melbourne,66,St Kilda,133,Moorabbin Oval,SM,SK,67,0,-67,L,VIC
6766,1966,R16,reg_season,St Kilda,133,South Melbourne,66,Moorabbin Oval,SK,SM,67,1,67,W,VIC
6767,1966,R17,reg_season,Carlton,86,Western Bulldogs,25,Western Oval,CA,WB,-61,0,61,W,VIC
6767,1966,R17,reg_season,Western Bulldogs,25,Carlton,86,Western Oval,WB,CA,-61,1,-61,L,VIC
6768,1966,R17,reg_season,Collingwood,141,Melbourne,84,M.C.G.,CO,ME,-57,0,57,W,VIC
6768,1966,R17,reg_season,Melbourne,84,Collingwood,141,M.C.G.,ME,CO,-57,1,-57,L,VIC
6769,1966,R17,reg_season,Essendon,100,Hawthorn,79,Glenferrie Oval,ES,HA,-21,0,21,W,VIC
6769,1966,R17,reg_season,Hawthorn,79,Essendon,100,Glenferrie Oval,HA,ES,-21,1,-21,L,VIC
6770,1966,R17,reg_season,St Kilda,124,Fitzroy,40,Brunswick St,SK,FI,-84,0,84,W,VIC
6770,1966,R17,reg_season,Fitzroy,40,St Kilda,124,Brunswick St,FI,SK,-84,1,-84,L,VIC
6771,1966,R17,reg_season,North Melbourne,79,Geelong,118,Kardinia Park,NM,GE,39,0,-39,L,VIC
6771,1966,R17,reg_season,Geelong,118,North Melbourne,79,Kardinia Park,GE,NM,39,1,39,W,VIC
6772,1966,R17,reg_season,Richmond,72,South Melbourne,71,Lake Oval,RI,SM,-1,0,1,W,VIC
6772,1966,R17,reg_season,South Melbourne,71,Richmond,72,Lake Oval,SM,RI,-1,1,-1,L,VIC
6773,1966,R18,reg_season,Geelong,110,Carlton,40,Princes Park,GE,CA,-70,0,70,W,VIC
6773,1966,R18,reg_season,Carlton,40,Geelong,110,Princes Park,CA,GE,-70,1,-70,L,VIC
6774,1966,R18,reg_season,Western Bulldogs,28,Collingwood,132,Victoria Park,WB,CO,104,0,-104,L,VIC
6774,1966,R18,reg_season,Collingwood,132,Western Bulldogs,28,Victoria Park,CO,WB,104,1,104,W,VIC
6775,1966,R18,reg_season,Melbourne,49,Essendon,84,Windy Hill,ME,ES,35,0,-35,L,VIC
6775,1966,R18,reg_season,Essendon,84,Melbourne,49,Windy Hill,ES,ME,35,1,35,W,VIC
6776,1966,R18,reg_season,Fitzroy,76,Richmond,143,M.C.G.,FI,RI,67,0,-67,L,VIC
6776,1966,R18,reg_season,Richmond,143,Fitzroy,76,M.C.G.,RI,FI,67,1,67,W,VIC
6777,1966,R18,reg_season,Hawthorn,83,St Kilda,93,Moorabbin Oval,HA,SK,10,0,-10,L,VIC
6777,1966,R18,reg_season,St Kilda,93,Hawthorn,83,Moorabbin Oval,SK,HA,10,1,10,W,VIC
6778,1966,R18,reg_season,South Melbourne,71,North Melbourne,88,Arden St,SM,NM,17,0,-17,L,VIC
6778,1966,R18,reg_season,North Melbourne,88,South Melbourne,71,Arden St,NM,SM,17,1,17,W,VIC
6779,1966,SF,final,Geelong,86,Essendon,96,M.C.G.,GE,ES,10,0,-10,L,VIC
6779,1966,SF,final,Essendon,96,Geelong,86,M.C.G.,ES,GE,10,1,10,W,VIC
6780,1966,SF,final,St Kilda,89,Collingwood,99,M.C.G.,SK,CO,10,0,-10,L,VIC
6780,1966,SF,final,Collingwood,99,St Kilda,89,M.C.G.,CO,SK,10,1,10,W,VIC
6781,1966,PF,final,Essendon,52,St Kilda,94,M.C.G.,ES,SK,42,0,-42,L,VIC
6781,1966,PF,final,St Kilda,94,Essendon,52,M.C.G.,SK,ES,42,1,42,W,VIC
6782,1966,GF,final,Collingwood,73,St Kilda,74,M.C.G.,CO,SK,1,0,-1,L,VIC
6782,1966,GF,final,St Kilda,74,Collingwood,73,M.C.G.,SK,CO,1,1,1,W,VIC
6783,1967,R1,reg_season,Carlton,130,Fitzroy,36,Princes Park,CA,FI,-94,0,94,W,VIC
6783,1967,R1,reg_season,Fitzroy,36,Carlton,130,Princes Park,FI,CA,-94,1,-94,L,VIC
6784,1967,R1,reg_season,Collingwood,90,Geelong,91,Kardinia Park,CO,GE,1,0,-1,L,VIC
6784,1967,R1,reg_season,Geelong,91,Collingwood,90,Kardinia Park,GE,CO,1,1,1,W,VIC
6785,1967,R1,reg_season,Essendon,75,Richmond,110,M.C.G.,ES,RI,35,0,-35,L,VIC
6785,1967,R1,reg_season,Richmond,110,Essendon,75,M.C.G.,RI,ES,35,1,35,W,VIC
6786,1967,R1,reg_season,Western Bulldogs,64,St Kilda,145,Moorabbin Oval,WB,SK,81,0,-81,L,VIC
6786,1967,R1,reg_season,St Kilda,145,Western Bulldogs,64,Moorabbin Oval,SK,WB,81,1,81,W,VIC
6787,1967,R1,reg_season,South Melbourne,102,Hawthorn,132,Glenferrie Oval,SM,HA,30,0,-30,L,VIC
6787,1967,R1,reg_season,Hawthorn,132,South Melbourne,102,Glenferrie Oval,HA,SM,30,1,30,W,VIC
6788,1967,R1,reg_season,Melbourne,67,North Melbourne,62,Arden St,ME,NM,-5,0,5,W,VIC
6788,1967,R1,reg_season,North Melbourne,62,Melbourne,67,Arden St,NM,ME,-5,1,-5,L,VIC
6789,1967,R2,reg_season,Hawthorn,44,Carlton,88,Princes Park,HA,CA,44,0,-44,L,VIC
6789,1967,R2,reg_season,Carlton,88,Hawthorn,44,Princes Park,CA,HA,44,1,44,W,VIC
6790,1967,R2,reg_season,North Melbourne,50,Collingwood,113,Victoria Park,NM,CO,63,0,-63,L,VIC
6790,1967,R2,reg_season,Collingwood,113,North Melbourne,50,Victoria Park,CO,NM,63,1,63,W,VIC
6791,1967,R2,reg_season,St Kilda,56,Essendon,53,Windy Hill,SK,ES,-3,0,3,W,VIC
6791,1967,R2,reg_season,Essendon,53,St Kilda,56,Windy Hill,ES,SK,-3,1,-3,L,VIC
6792,1967,R2,reg_season,Fitzroy,65,South Melbourne,103,Lake Oval,FI,SM,38,0,-38,L,VIC
6792,1967,R2,reg_season,South Melbourne,103,Fitzroy,65,Lake Oval,SM,FI,38,1,38,W,VIC
6793,1967,R2,reg_season,Richmond,70,Western Bulldogs,78,Western Oval,RI,WB,8,0,-8,L,VIC
6793,1967,R2,reg_season,Western Bulldogs,78,Richmond,70,Western Oval,WB,RI,8,1,8,W,VIC
6794,1967,R2,reg_season,Geelong,95,Melbourne,62,M.C.G.,GE,ME,-33,0,33,W,VIC
6794,1967,R2,reg_season,Melbourne,62,Geelong,95,M.C.G.,ME,GE,-33,1,-33,L,VIC
6795,1967,R3,reg_season,North Melbourne,57,Carlton,73,Princes Park,NM,CA,16,0,-16,L,VIC
6795,1967,R3,reg_season,Carlton,73,North Melbourne,57,Princes Park,CA,NM,16,1,16,W,VIC
6796,1967,R3,reg_season,Collingwood,76,Essendon,54,Windy Hill,CO,ES,-22,0,22,W,VIC
6796,1967,R3,reg_season,Essendon,54,Collingwood,76,Windy Hill,ES,CO,-22,1,-22,L,VIC
6797,1967,R3,reg_season,Fitzroy,53,Richmond,78,M.C.G.,FI,RI,25,0,-25,L,VIC
6797,1967,R3,reg_season,Richmond,78,Fitzroy,53,M.C.G.,RI,FI,25,1,25,W,VIC
6798,1967,R3,reg_season,South Melbourne,79,Western Bulldogs,41,Western Oval,SM,WB,-38,0,38,W,VIC
6798,1967,R3,reg_season,Western Bulldogs,41,South Melbourne,79,Western Oval,WB,SM,-38,1,-38,L,VIC
6799,1967,R3,reg_season,Hawthorn,47,Geelong,81,Kardinia Park,HA,GE,34,0,-34,L,VIC
6799,1967,R3,reg_season,Geelong,81,Hawthorn,47,Kardinia Park,GE,HA,34,1,34,W,VIC
6800,1967,R3,reg_season,Melbourne,69,St Kilda,67,Moorabbin Oval,ME,SK,-2,0,2,W,VIC
6800,1967,R3,reg_season,St Kilda,67,Melbourne,69,Moorabbin Oval,SK,ME,-2,1,-2,L,VIC
6801,1967,R4,reg_season,Carlton,104,Melbourne,45,M.C.G.,CA,ME,-59,0,59,W,VIC
6801,1967,R4,reg_season,Melbourne,45,Carlton,104,M.C.G.,ME,CA,-59,1,-59,L,VIC
6802,1967,R4,reg_season,Western Bulldogs,37,Collingwood,95,Victoria Park,WB,CO,58,0,-58,L,VIC
6802,1967,R4,reg_season,Collingwood,95,Western Bulldogs,37,Victoria Park,CO,WB,58,1,58,W,VIC
6803,1967,R4,reg_season,Essendon,88,South Melbourne,127,Lake Oval,ES,SM,39,0,-39,L,VIC
6803,1967,R4,reg_season,South Melbourne,127,Essendon,88,Lake Oval,SM,ES,39,1,39,W,VIC
6804,1967,R4,reg_season,Geelong,145,Fitzroy,64,Princes Park,GE,FI,-81,0,81,W,VIC
6804,1967,R4,reg_season,Fitzroy,64,Geelong,145,Princes Park,FI,GE,-81,1,-81,L,VIC
6805,1967,R4,reg_season,St Kilda,101,Hawthorn,66,Glenferrie Oval,SK,HA,-35,0,35,W,VIC
6805,1967,R4,reg_season,Hawthorn,66,St Kilda,101,Glenferrie Oval,HA,SK,-35,1,-35,L,VIC
6806,1967,R4,reg_season,Richmond,88,North Melbourne,68,Arden St,RI,NM,-20,0,20,W,VIC
6806,1967,R4,reg_season,North Melbourne,68,Richmond,88,Arden St,NM,RI,-20,1,-20,L,VIC
6807,1967,R5,reg_season,Carlton,80,St Kilda,75,Moorabbin Oval,CA,SK,-5,0,5,W,VIC
6807,1967,R5,reg_season,St Kilda,75,Carlton,80,Moorabbin Oval,SK,CA,-5,1,-5,L,VIC
6808,1967,R5,reg_season,South Melbourne,57,Collingwood,103,Victoria Park,SM,CO,46,0,-46,L,VIC
6808,1967,R5,reg_season,Collingwood,103,South Melbourne,57,Victoria Park,CO,SM,46,1,46,W,VIC
6809,1967,R5,reg_season,Geelong,72,Essendon,61,Windy Hill,GE,ES,-11,0,11,W,VIC
6809,1967,R5,reg_season,Essendon,61,Geelong,72,Windy Hill,ES,GE,-11,1,-11,L,VIC
6810,1967,R5,reg_season,North Melbourne,91,Fitzroy,60,Princes Park,NM,FI,-31,0,31,W,VIC
6810,1967,R5,reg_season,Fitzroy,60,North Melbourne,91,Princes Park,FI,NM,-31,1,-31,L,VIC
6811,1967,R5,reg_season,Melbourne,82,Western Bulldogs,83,Western Oval,ME,WB,1,0,-1,L,VIC
6811,1967,R5,reg_season,Western Bulldogs,83,Melbourne,82,Western Oval,WB,ME,1,1,1,W,VIC
6812,1967,R5,reg_season,Hawthorn,43,Richmond,118,M.C.G.,HA,RI,75,0,-75,L,VIC
6812,1967,R5,reg_season,Richmond,118,Hawthorn,43,M.C.G.,RI,HA,75,1,75,W,VIC
6813,1967,R6,reg_season,Collingwood,67,Carlton,73,Princes Park,CO,CA,6,0,-6,L,VIC
6813,1967,R6,reg_season,Carlton,73,Collingwood,67,Princes Park,CA,CO,6,1,6,W,VIC
6814,1967,R6,reg_season,Essendon,79,Western Bulldogs,31,Western Oval,ES,WB,-48,0,48,W,VIC
6814,1967,R6,reg_season,Western Bulldogs,31,Essendon,79,Western Oval,WB,ES,-48,1,-48,L,VIC
6815,1967,R6,reg_season,Fitzroy,51,Melbourne,93,M.C.G.,FI,ME,42,0,-42,L,VIC
6815,1967,R6,reg_season,Melbourne,93,Fitzroy,51,M.C.G.,ME,FI,42,1,42,W,VIC
6816,1967,R6,reg_season,South Melbourne,89,Geelong,108,Kardinia Park,SM,GE,19,0,-19,L,VIC
6816,1967,R6,reg_season,Geelong,108,South Melbourne,89,Kardinia Park,GE,SM,19,1,19,W,VIC
6817,1967,R6,reg_season,North Melbourne,73,Hawthorn,51,Glenferrie Oval,NM,HA,-22,0,22,W,VIC
6817,1967,R6,reg_season,Hawthorn,51,North Melbourne,73,Glenferrie Oval,HA,NM,-22,1,-22,L,VIC
6818,1967,R6,reg_season,Richmond,99,St Kilda,58,Moorabbin Oval,RI,SK,-41,0,41,W,VIC
6818,1967,R6,reg_season,St Kilda,58,Richmond,99,Moorabbin Oval,SK,RI,-41,1,-41,L,VIC
6819,1967,R7,reg_season,Carlton,78,South Melbourne,78,Lake Oval,CA,SM,0,0,0,D,VIC
6819,1967,R7,reg_season,South Melbourne,78,Carlton,78,Lake Oval,SM,CA,0,1,0,D,VIC
6820,1967,R7,reg_season,St Kilda,98,Collingwood,116,Victoria Park,SK,CO,18,0,-18,L,VIC
6820,1967,R7,reg_season,Collingwood,116,St Kilda,98,Victoria Park,CO,SK,18,1,18,W,VIC
6821,1967,R7,reg_season,Melbourne,46,Essendon,72,Windy Hill,ME,ES,26,0,-26,L,VIC
6821,1967,R7,reg_season,Essendon,72,Melbourne,46,Windy Hill,ES,ME,26,1,26,W,VIC
6822,1967,R7,reg_season,Hawthorn,110,Fitzroy,66,Princes Park,HA,FI,-44,0,44,W,VIC
6822,1967,R7,reg_season,Fitzroy,66,Hawthorn,110,Princes Park,FI,HA,-44,1,-44,L,VIC
6823,1967,R7,reg_season,Western Bulldogs,42,North Melbourne,55,Arden St,WB,NM,13,0,-13,L,VIC
6823,1967,R7,reg_season,North Melbourne,55,Western Bulldogs,42,Arden St,NM,WB,13,1,13,W,VIC
6824,1967,R7,reg_season,Geelong,81,Richmond,119,M.C.G.,GE,RI,38,0,-38,L,VIC
6824,1967,R7,reg_season,Richmond,119,Geelong,81,M.C.G.,RI,GE,38,1,38,W,VIC
6825,1967,R8,reg_season,Geelong,81,Carlton,85,Princes Park,GE,CA,4,0,-4,L,VIC
6825,1967,R8,reg_season,Carlton,85,Geelong,81,Princes Park,CA,GE,4,1,4,W,VIC
6826,1967,R8,reg_season,Collingwood,90,Richmond,83,M.C.G.,CO,RI,-7,0,7,W,VIC
6826,1967,R8,reg_season,Richmond,83,Collingwood,90,M.C.G.,RI,CO,-7,1,-7,L,VIC
6827,1967,R8,reg_season,Essendon,88,North Melbourne,88,Arden St,ES,NM,0,0,0,D,VIC
6827,1967,R8,reg_season,North Melbourne,88,Essendon,88,Arden St,NM,ES,0,1,0,D,VIC
6828,1967,R8,reg_season,Fitzroy,81,Western Bulldogs,57,Western Oval,FI,WB,-24,0,24,W,VIC
6828,1967,R8,reg_season,Western Bulldogs,57,Fitzroy,81,Western Oval,WB,FI,-24,1,-24,L,VIC
6829,1967,R8,reg_season,Melbourne,125,Hawthorn,80,Glenferrie Oval,ME,HA,-45,0,45,W,VIC
6829,1967,R8,reg_season,Hawthorn,80,Melbourne,125,Glenferrie Oval,HA,ME,-45,1,-45,L,VIC
6830,1967,R8,reg_season,St Kilda,109,South Melbourne,138,Lake Oval,SK,SM,29,0,-29,L,VIC
6830,1967,R8,reg_season,South Melbourne,138,St Kilda,109,Lake Oval,SM,SK,29,1,29,W,VIC
6831,1967,R9,reg_season,Fitzroy,33,Collingwood,134,Victoria Park,FI,CO,101,0,-101,L,VIC
6831,1967,R9,reg_season,Collingwood,134,Fitzroy,33,Victoria Park,CO,FI,101,1,101,W,VIC
6832,1967,R9,reg_season,Hawthorn,51,Essendon,142,Windy Hill,HA,ES,91,0,-91,L,VIC
6832,1967,R9,reg_season,Essendon,142,Hawthorn,51,Windy Hill,ES,HA,91,1,91,W,VIC
6833,1967,R9,reg_season,North Melbourne,61,St Kilda,71,Moorabbin Oval,NM,SK,10,0,-10,L,VIC
6833,1967,R9,reg_season,St Kilda,71,North Melbourne,61,Moorabbin Oval,SK,NM,10,1,10,W,VIC
6834,1967,R9,reg_season,Richmond,93,Carlton,91,Princes Park,RI,CA,-2,0,2,W,VIC
6834,1967,R9,reg_season,Carlton,91,Richmond,93,Princes Park,CA,RI,-2,1,-2,L,VIC
6835,1967,R9,reg_season,Western Bulldogs,62,Geelong,102,Kardinia Park,WB,GE,40,0,-40,L,VIC
6835,1967,R9,reg_season,Geelong,102,Western Bulldogs,62,Kardinia Park,GE,WB,40,1,40,W,VIC
6836,1967,R9,reg_season,South Melbourne,89,Melbourne,128,M.C.G.,SM,ME,39,0,-39,L,VIC
6836,1967,R9,reg_season,Melbourne,128,South Melbourne,89,M.C.G.,ME,SM,39,1,39,W,VIC
6837,1967,R10,reg_season,Carlton,70,Western Bulldogs,54,Western Oval,CA,WB,-16,0,16,W,VIC
6837,1967,R10,reg_season,Western Bulldogs,54,Carlton,70,Western Oval,WB,CA,-16,1,-16,L,VIC
6838,1967,R10,reg_season,Hawthorn,81,Collingwood,118,Victoria Park,HA,CO,37,0,-37,L,VIC
6838,1967,R10,reg_season,Collingwood,118,Hawthorn,81,Victoria Park,CO,HA,37,1,37,W,VIC
6839,1967,R10,reg_season,Essendon,91,Fitzroy,65,Princes Park,ES,FI,-26,0,26,W,VIC
6839,1967,R10,reg_season,Fitzroy,65,Essendon,91,Princes Park,FI,ES,-26,1,-26,L,VIC
6840,1967,R10,reg_season,Geelong,70,St Kilda,122,Moorabbin Oval,GE,SK,52,0,-52,L,VIC
6840,1967,R10,reg_season,St Kilda,122,Geelong,70,Moorabbin Oval,SK,GE,52,1,52,W,VIC
6841,1967,R10,reg_season,Melbourne,81,Richmond,158,M.C.G.,ME,RI,77,0,-77,L,VIC
6841,1967,R10,reg_season,Richmond,158,Melbourne,81,M.C.G.,RI,ME,77,1,77,W,VIC
6842,1967,R10,reg_season,South Melbourne,91,North Melbourne,107,Arden St,SM,NM,16,0,-16,L,VIC
6842,1967,R10,reg_season,North Melbourne,107,South Melbourne,91,Arden St,NM,SM,16,1,16,W,VIC
6843,1967,R11,reg_season,Carlton,79,Essendon,70,Windy Hill,CA,ES,-9,0,9,W,VIC
6843,1967,R11,reg_season,Essendon,70,Carlton,79,Windy Hill,ES,CA,-9,1,-9,L,VIC
6844,1967,R11,reg_season,Collingwood,98,Melbourne,65,M.C.G.,CO,ME,-33,0,33,W,VIC
6844,1967,R11,reg_season,Melbourne,65,Collingwood,98,M.C.G.,ME,CO,-33,1,-33,L,VIC
6845,1967,R11,reg_season,St Kilda,111,Fitzroy,63,Princes Park,SK,FI,-48,0,48,W,VIC
6845,1967,R11,reg_season,Fitzroy,63,St Kilda,111,Princes Park,FI,SK,-48,1,-48,L,VIC
6846,1967,R11,reg_season,Western Bulldogs,96,Hawthorn,59,Glenferrie Oval,WB,HA,-37,0,37,W,VIC
6846,1967,R11,reg_season,Hawthorn,59,Western Bulldogs,96,Glenferrie Oval,HA,WB,-37,1,-37,L,VIC
6847,1967,R11,reg_season,North Melbourne,72,Geelong,78,Kardinia Park,NM,GE,6,0,-6,L,VIC
6847,1967,R11,reg_season,Geelong,78,North Melbourne,72,Kardinia Park,GE,NM,6,1,6,W,VIC
6848,1967,R11,reg_season,Richmond,109,South Melbourne,57,Lake Oval,RI,SM,-52,0,52,W,VIC
6848,1967,R11,reg_season,South Melbourne,57,Richmond,109,Lake Oval,SM,RI,-52,1,-52,L,VIC
6849,1967,R12,reg_season,Geelong,88,Collingwood,51,Victoria Park,GE,CO,-37,0,37,W,VIC
6849,1967,R12,reg_season,Collingwood,51,Geelong,88,Victoria Park,CO,GE,-37,1,-37,L,VIC
6850,1967,R12,reg_season,Richmond,72,Essendon,93,Windy Hill,RI,ES,21,0,-21,L,VIC
